path,class,split
/home/claude/waste-classifier/data/dataset-resized/glass/glass448.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper531.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass215.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard96.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic440.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic111.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard8.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic34.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard277.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass272.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard304.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic426.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper230.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper144.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass177.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper167.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper192.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper217.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass145.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic226.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal252.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic69.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper585.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper60.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper333.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal282.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic361.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal351.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard263.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic15.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper339.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard254.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal165.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass477.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard116.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass124.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal148.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper274.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper51.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal306.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic271.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic197.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard104.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash51.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic457.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic369.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard219.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash94.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic460.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper377.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic14.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal312.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal117.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic422.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic160.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal99.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal307.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass333.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic350.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass15.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal201.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper126.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard3.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper1.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper371.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard232.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal370.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic101.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper158.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper500.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass415.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper484.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard182.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash103.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal147.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass168.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper270.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass66.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass86.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic448.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard40.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal378.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard366.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal255.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard170.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard352.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard197.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass250.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic286.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash116.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper36.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass487.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal324.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass48.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard192.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard402.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal151.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal309.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard358.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper75.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic180.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass429.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic439.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper197.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper247.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal85.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper29.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper479.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal354.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic99.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal287.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic345.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper198.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass329.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard278.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper135.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard355.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash72.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal34.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard215.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper465.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash56.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper367.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal206.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic63.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic119.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic130.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard126.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass248.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass83.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass456.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass114.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper548.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal251.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper520.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic203.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic103.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic292.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic251.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass362.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass467.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper562.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass331.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard257.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal335.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper76.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic75.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard18.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper296.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass458.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass110.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal115.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass254.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal127.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass142.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal227.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard23.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper266.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic171.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal119.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper13.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard213.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper541.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard360.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass273.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard160.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic268.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass291.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal50.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass290.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass389.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass218.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper369.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper350.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard370.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic346.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper582.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic258.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass187.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass252.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic163.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal180.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard38.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic253.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard282.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass328.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal322.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic410.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper454.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic399.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard351.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic131.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic461.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass402.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash50.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal105.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper219.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal237.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard281.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper515.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper571.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper574.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper16.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic312.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard86.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard300.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic433.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper166.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal266.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard266.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard115.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic464.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard273.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal295.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass482.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic137.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard399.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic18.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal299.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic473.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic173.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic154.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper335.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic140.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass190.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard129.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal67.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard307.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal220.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard51.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper96.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash53.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper150.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper64.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard299.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass108.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper457.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic342.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper278.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper147.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass432.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass373.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper213.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic12.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper392.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper443.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic401.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard248.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper386.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass310.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass413.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass382.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal271.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper186.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper494.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper195.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper98.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic378.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass16.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic298.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash16.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard403.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper463.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard85.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard207.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic82.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper142.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper543.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper184.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash37.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass98.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard124.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass196.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash41.jpg,trash,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic427.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal42.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal46.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass361.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal181.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass377.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass239.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal377.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal124.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper53.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic120.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/cardboard/cardboard371.jpg,cardboard,train
/home/claude/waste-classifier/data/dataset-resized/glass/glass224.jpg,glass,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal241.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal186.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal213.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/plastic/plastic387.jpg,plastic,train
/home/claude/waste-classifier/data/dataset-resized/metal/metal16.jpg,metal,train
/home/claude/waste-classifier/data/dataset-resized/paper/paper514.jpg,paper,train
/home/claude/waste-classifier/data/dataset-resized/trash/trash9.jpg,trash,train
